Suburb,Rooms,Type,Price,Method,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Postcode_Agrupado,Airbnb_Price
Viewbank,4,h,1155000.0,PI,3084,2,3,780.0,217.0,1950,Banyule,-37.7308,145.0932,Eastern Metropolitan,3099.0,127.208336
Watsonia,3,h,880000.0,S,3087,1,4,555.0,,,Banyule,-37.713,145.0894,Northern Metropolitan,3099.0,76.90119
Watsonia,5,h,826000.0,S,3087,1,2,545.0,132.0,1970,Banyule,-37.705,145.0825,Northern Metropolitan,3099.0,101.08874
Watsonia,4,h,952000.0,S,3087,2,2,729.0,,,Banyule,-37.711,145.08100000000005,Northern Metropolitan,3099.0,101.08874
Watsonia,3,h,677500.0,S,3087,1,2,245.0,,,Banyule,-37.716,145.0769,Northern Metropolitan,3099.0,102.942085
Watsonia,4,h,761000.0,S,3087,1,2,696.0,123.0,1956,Banyule,-37.7054,145.0809,Northern Metropolitan,3099.0,101.08874
Watsonia,3,h,715000.0,SP,3087,1,2,312.0,,,Banyule,-37.7031,145.0773,Northern Metropolitan,3099.0,101.08874
Watsonia,4,h,932500.0,S,3087,2,2,585.0,180.0,1950,Banyule,-37.7154,145.0777,Northern Metropolitan,3099.0,102.942085
Watsonia,3,h,895000.0,S,3087,1,2,775.0,,,Banyule,-37.7075,145.0807,Northern Metropolitan,3099.0,101.08874
West Footscray,4,h,1435000.0,S,3012,2,2,523.0,244.0,1915,Maribyrnong,-37.798,144.8728,Western Metropolitan,3099.0,112.63158
West Footscray,2,h,470000.0,SP,3012,1,1,0.0,77.0,1975,Maribyrnong,-37.8088,144.8715,Western Metropolitan,3099.0,112.63158
West Footscray,3,u,580000.0,SP,3012,1,0,183.0,104.0,1930,Maribyrnong,-37.7968,144.8708,Western Metropolitan,3099.0,112.63158
West Footscray,1,u,375000.0,S,3012,1,1,60.0,,1982,Maribyrnong,-37.7971,144.8703,Western Metropolitan,3099.0,112.63158
West Footscray,2,h,650000.0,VB,3012,1,1,452.0,,1950,Maribyrnong,-37.804,144.8772,Western Metropolitan,3099.0,112.63158
West Footscray,3,t,815000.0,S,3012,1,2,203.0,3.0,,Maribyrnong,-37.7928,144.8811,Western Metropolitan,3099.0,112.63158
West Footscray,4,h,970000.0,PI,3012,1,2,528.0,143.0,1940,Maribyrnong,-37.7969,144.8647,Western Metropolitan,3099.0,112.63158
West Footscray,4,h,1325000.0,S,3012,2,4,525.0,188.0,1930,Maribyrnong,-37.7994,144.8763,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,890000.0,S,3012,1,3,334.0,,,Maribyrnong,-37.7916,144.8762,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,900000.0,S,3012,1,0,218.0,,,Maribyrnong,-37.7963,144.8801,Western Metropolitan,3099.0,112.63158
West Footscray,2,u,266000.0,S,3012,1,1,1059.0,65.0,1970,Maribyrnong,-37.8062,144.8665,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,830000.0,PI,3012,1,0,370.0,,,Maribyrnong,-37.7916,144.8715,Western Metropolitan,3099.0,112.63158
West Footscray,2,h,888000.0,PI,3012,1,2,401.0,113.81,1945,Maribyrnong,-37.7903,144.8703,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,1040000.0,S,3012,1,1,330.0,,,Maribyrnong,-37.7961,144.8815,Western Metropolitan,3099.0,112.63158
West Footscray,2,u,490000.0,S,3012,1,1,117.0,,,Maribyrnong,-37.7968,144.8735,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,935000.0,S,3012,1,2,325.0,102.0,1925,Maribyrnong,-37.7922,144.8818,Western Metropolitan,3099.0,112.63158
West Footscray,3,h,975000.0,S,3012,1,0,318.0,,,Maribyrnong,-37.7955,144.8713,Western Metropolitan,3099.0,112.63158
West Footscray,1,u,185000.0,PI,3012,1,1,0.0,,,Maribyrnong,-37.798,144.8672,Western Metropolitan,3099.0,112.63158
Williamstown,4,h,2165000.0,SP,3016,2,2,450.0,190.0,1910,Hobsons Bay,-37.861,144.8985,Western Metropolitan,3099.0,191.09459
Williamstown,3,h,1245000.0,S,3016,2,2,292.0,117.0,1980,Hobsons Bay,-37.8575,144.8922,Western Metropolitan,3099.0,191.09459
Williamstown,4,h,2075000.0,SP,3016,3,2,324.0,229.0,2009,Hobsons Bay,-37.8622,144.8884,Western Metropolitan,3099.0,191.09459
Williamstown,2,u,543000.0,S,3016,1,1,0.0,78.0,1974,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,3099.0,191.09459
Williamstown,3,h,1150000.0,SP,3016,1,0,308.0,120.0,1900,Hobsons Bay,-37.8526,144.895,Western Metropolitan,3099.0,191.09459
Williamstown,3,h,1290000.0,S,3016,1,0,273.0,,,Hobsons Bay,-37.8651,144.8986,Western Metropolitan,3099.0,191.09459
Williamstown,2,h,1000000.0,S,3016,1,2,447.0,,,Hobsons Bay,-37.8602,144.8997,Western Metropolitan,3099.0,191.09459
Williamstown,4,h,1412000.0,SP,3016,2,4,551.0,,,Hobsons Bay,-37.8579,144.8786,Western Metropolitan,3099.0,191.09459
Williamstown,2,u,465000.0,S,3016,1,1,0.0,78.0,1970,Hobsons Bay,-37.8589,144.8921,Western Metropolitan,3099.0,191.09459
Williamstown,2,h,855000.0,S,3016,1,1,160.0,,,Hobsons Bay,-37.8546,144.8883,Western Metropolitan,3099.0,191.09459
Williamstown,2,u,550000.0,SP,3016,1,2,0.0,65.0,1990,Hobsons Bay,-37.8685,144.9058,Western Metropolitan,3099.0,191.09459
Williamstown,2,u,490000.0,S,3016,1,1,0.0,,,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,3099.0,191.09459
Williamstown,4,h,1200000.0,SP,3016,3,2,183.0,191.0,2006,Hobsons Bay,-37.8566,144.8737,Western Metropolitan,3099.0,191.09459
Williamstown,3,h,1330000.0,S,3016,2,2,184.0,,,Hobsons Bay,-37.8629,144.8896,Western Metropolitan,3099.0,191.09459
Williamstown,4,h,1500000.0,VB,3016,3,2,450.0,,,Hobsons Bay,-37.8617,144.8786,Western Metropolitan,3099.0,191.09459
Williamstown,4,h,1630000.0,S,3016,2,2,260.0,,,Hobsons Bay,-37.8657,144.8942,Western Metropolitan,3099.0,191.09459
Yarraville,3,h,935000.0,S,3013,1,0,212.0,,,Maribyrnong,-37.8143,144.8883,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,990000.0,S,3013,1,2,340.0,119.0,1940,Maribyrnong,-37.8227,144.8827,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,950000.0,SP,3013,1,0,94.0,,,Maribyrnong,-37.8167,144.888,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,1196000.0,S,3013,1,2,451.0,,,Maribyrnong,-37.8178,144.8752,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,470000.0,S,3013,1,1,79.0,,1965,Maribyrnong,-37.8226,144.8842,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,1131500.0,SP,3013,1,1,248.0,,,Maribyrnong,-37.8157,144.8925,Western Metropolitan,3099.0,135.60976
Yarraville,4,h,2035000.0,S,3013,2,0,607.0,201.0,1890,Maribyrnong,-37.8128,144.8905,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,935000.0,S,3013,1,0,198.0,98.0,1970,Maribyrnong,-37.8194,144.8914,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,892000.0,S,3013,1,2,449.0,106.76,1940,Maribyrnong,-37.8195,144.8766,Western Metropolitan,3099.0,135.60976
Yarraville,4,h,985500.0,S,3013,1,5,445.0,139.0,1977,Maribyrnong,-37.8228,144.8769,Western Metropolitan,3099.0,135.60976
Yarraville,2,u,650000.0,SP,3013,2,2,0.0,92.0,1985,Maribyrnong,-37.8161,144.8967,Western Metropolitan,3099.0,135.60976
Yarraville,3,t,1070000.0,S,3013,2,2,257.0,,2012,Maribyrnong,-37.813,144.8703,Western Metropolitan,3099.0,135.60976
Yarraville,2,u,397000.0,S,3013,1,1,0.0,68.0,1975,Maribyrnong,-37.8128,144.8953,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,1035000.0,S,3013,1,3,469.0,,,Maribyrnong,-37.8184,144.872,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,1370000.0,S,3013,2,2,389.0,,,Maribyrnong,-37.8181,144.8882,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,650000.0,PI,3013,1,2,304.0,81.0,1960,Maribyrnong,-37.8122,144.8671,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,820000.0,PI,3013,1,0,211.0,,,Maribyrnong,-37.812,144.8865,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,750000.0,PI,3013,2,1,390.0,126.0,1980,Maribyrnong,-37.8227,144.8955,Western Metropolitan,3099.0,135.60976
Yarraville,2,u,497600.0,SP,3013,1,1,0.0,,,Maribyrnong,-37.8167,144.8936,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,970000.0,S,3013,2,0,354.0,135.0,1930,Maribyrnong,-37.8212,144.8937,Western Metropolitan,3099.0,135.60976
Yarraville,2,h,1256000.0,S,3013,1,3,531.0,111.0,1940,Maribyrnong,-37.8158,144.8707,Western Metropolitan,3099.0,135.60976
Yarraville,3,t,1120000.0,S,3013,2,0,152.0,170.0,2012,Maribyrnong,-37.811,144.8889,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,1425000.0,PI,3013,3,2,305.0,220.0,2007,Maribyrnong,-37.8149,144.8942,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,872500.0,SP,3013,1,2,189.0,85.0,1920,Maribyrnong,-37.8145,144.8808,Western Metropolitan,3099.0,135.60976
Yarraville,4,h,1455000.0,S,3013,1,1,328.0,140.0,1920,Maribyrnong,-37.8097,144.8906,Western Metropolitan,3099.0,135.60976
Yarraville,1,u,331000.0,S,3013,1,1,0.0,54.0,1970,Maribyrnong,-37.8105,144.8952,Western Metropolitan,3099.0,135.60976
Yarraville,3,h,950000.0,S,3013,2,2,287.0,210.68,2002,Maribyrnong,-37.8233,144.8825,Western Metropolitan,3099.0,135.60976
Abbotsford,3,h,1000000.0,SP,3067,1,0,198.0,98.0,1900,Yarra,-37.8025,144.9939,Northern Metropolitan,3099.0,130.62402
Abbotsford,2,u,870000.0,S,3067,2,1,0.0,86.0,2013,Yarra,-37.8055,144.9961,Northern Metropolitan,3099.0,130.62402
Abbotsford,2,h,1050000.0,S,3067,1,0,129.0,128.0,1890,Yarra,-37.8099,145.0027,Northern Metropolitan,3099.0,130.62402
Abbotsford,2,h,1242000.0,S,3067,1,1,249.0,98.0,1940,Yarra,-37.8052,144.9963,Northern Metropolitan,3099.0,130.62402
Abbotsford,3,h,1165000.0,S,3067,2,0,92.0,114.0,1888,Yarra,-37.797,144.9957,Northern Metropolitan,3099.0,130.62402
Airport West,3,h,872500.0,S,3042,1,1,594.0,,1950,Moonee Valley,-37.7203,144.8757,Western Metropolitan,3099.0,81.57143
Airport West,3,h,720000.0,S,3042,2,2,305.0,136.0,2008,Moonee Valley,-37.7284,144.8874,Western Metropolitan,3099.0,81.57143
Airport West,3,h,985000.0,S,3042,1,1,841.0,,,Moonee Valley,-37.7251,144.8785,Western Metropolitan,3099.0,81.57143
Airport West,3,h,510000.0,VB,3042,1,1,488.0,217.0,1960,Moonee Valley,-37.7191,144.8857,Western Metropolitan,3099.0,81.57143
Airport West,2,u,480000.0,VB,3042,1,1,128.0,92.0,2009,Moonee Valley,-37.7216,144.8837,Western Metropolitan,3099.0,81.57143
Albion,3,h,800000.0,S,3020,2,5,689.0,128.0,1951,Brimbank,-37.7776,144.8167,Western Metropolitan,3099.0,69.55556
Albion,2,u,420000.0,S,3020,1,1,192.0,88.0,1970,Brimbank,-37.7832,144.8275,Western Metropolitan,3099.0,69.55556
Albion,3,h,700000.0,S,3020,1,2,697.0,,,Brimbank,-37.7841,144.8169,Western Metropolitan,3099.0,69.55556
Albion,3,u,580000.0,PI,3020,2,2,250.0,129.0,2013,Brimbank,-37.7798,144.8156,Western Metropolitan,3099.0,69.55556
Albion,1,u,200000.0,VB,3020,1,1,1175.0,35.0,1970,Brimbank,-37.7849,144.8272,Western Metropolitan,3099.0,69.55556
Albion,3,h,621000.0,S,3020,1,3,547.0,140.0,,Brimbank,-37.7765,144.8123,Western Metropolitan,3099.0,69.55556
Albion,3,u,600000.0,SA,3020,1,1,181.0,129.0,2000,Brimbank,-37.7815,144.8128,Western Metropolitan,3099.0,69.55556
Altona,3,h,840000.0,SP,3018,1,2,577.0,,,Hobsons Bay,-37.864000000000004,144.8161,Western Metropolitan,3099.0,85.62162
Altona,5,h,1480000.0,SP,3018,3,4,725.0,201.0,1980,Hobsons Bay,-37.8712,144.8107,Western Metropolitan,3099.0,85.62162
Altona,2,t,600000.0,SP,3018,1,2,190.0,,,Hobsons Bay,-37.8718,144.819,Western Metropolitan,3099.0,85.62162
Altona,2,t,597500.0,S,3018,1,2,178.0,,2009,Hobsons Bay,-37.8701,144.8209,Western Metropolitan,3099.0,85.62162
Altona,3,h,1165000.0,S,3018,1,2,700.0,,,Hobsons Bay,-37.8707,144.8076,Western Metropolitan,3099.0,85.62162
Altona,4,h,1295000.0,S,3018,1,2,725.0,,,Hobsons Bay,-37.8678,144.816,Western Metropolitan,3099.0,85.62162
Ashburton,2,h,1450000.0,S,3147,1,1,627.0,,,Boroondara,-37.8689,145.0882,Southern Metropolitan,3199.0,82.75862
Ashburton,2,u,925000.0,S,3147,1,2,257.0,,,Boroondara,-37.866,145.089,Southern Metropolitan,3199.0,82.75862
Ashburton,4,h,2220000.0,S,3147,3,2,480.0,244.0,2016,Boroondara,-37.8726,145.0716,Southern Metropolitan,3199.0,82.75862
Ashburton,3,h,1912500.0,S,3147,2,2,869.0,,,Boroondara,-37.8686,145.0721,Southern Metropolitan,3199.0,82.75862
Ashburton,4,h,2085000.0,PI,3147,2,2,705.0,,,Boroondara,-37.8635,145.0895,Southern Metropolitan,3199.0,82.75862
Balwyn,3,h,1380000.0,S,3103,2,1,548.0,,,Boroondara,-37.8021,145.0637,Southern Metropolitan,3199.0,105.26316
Balwyn,2,u,825000.0,PI,3103,2,2,288.0,,,Boroondara,-37.8078,145.1031,Southern Metropolitan,3199.0,105.26316
Balwyn,3,h,1670000.0,PI,3103,1,1,534.0,,,Boroondara,-37.8114,145.0793,Southern Metropolitan,3199.0,105.26316
Balwyn,3,t,1680000.0,S,3103,3,1,329.0,178.0,2005,Boroondara,-37.8101,145.0844,Southern Metropolitan,3199.0,105.26316
Brooklyn,2,h,1005000.0,S,3012,1,2,780.0,156.0,1950,Hobsons Bay,-37.8241,144.8419,Western Metropolitan,3099.0,112.63158
Carlton,3,u,1520000.0,S,3053,2,2,214.0,,1993,Melbourne,-37.8177,144.8496,Northern Metropolitan,3099.0,111.767654
Carlton,2,u,995000.0,S,3053,2,1,0.0,110.0,2000,Melbourne,-37.7973,144.9712,Northern Metropolitan,3099.0,111.767654
Carlton,1,u,490000.0,S,3053,1,1,0.0,51.0,2009,Melbourne,-37.7998,144.9689,Northern Metropolitan,3099.0,111.767654
Eaglemont,4,h,1750000.0,VB,3084,2,2,707.0,217.0,1956,Banyule,-37.762,145.0645,Eastern Metropolitan,3099.0,127.208336
East Melbourne,1,u,503000.0,S,3002,1,1,0.0,,,Melbourne,-37.8161,144.9845,Northern Metropolitan,3099.0,200.97969
East Melbourne,2,u,810000.0,S,3002,1,1,944.0,,,Melbourne,-37.8144,144.9896,Northern Metropolitan,3099.0,200.97969
Elsternwick,3,t,850000.0,VB,3185,2,2,114.0,145.0,1995,Glen Eira,-37.8857,145.0011,Southern Metropolitan,3199.0,154.13208
Elsternwick,2,u,740000.0,SP,3185,1,1,0.0,97.0,1960,Glen Eira,-37.8881,145.0097,Southern Metropolitan,3199.0,154.13208
Elsternwick,3,h,1940000.0,S,3185,2,2,439.0,,1912,Glen Eira,-37.891999999999996,145.0103,Southern Metropolitan,3199.0,154.13208
Elsternwick,2,u,595000.0,S,3185,1,1,0.0,,,Glen Eira,-37.885999999999996,145.0008,Southern Metropolitan,3199.0,154.13208
Elsternwick,2,u,632500.0,S,3185,1,1,0.0,76.0,1968,Glen Eira,-37.8817,145.0032,Southern Metropolitan,3199.0,154.13208
Elwood,2,u,1260000.0,S,3184,2,2,626.0,125.0,2008,Port Phillip,-37.8865,144.9874,Southern Metropolitan,3199.0,147.45374
Elwood,2,u,695000.0,S,3184,1,1,845.0,,1970,Port Phillip,-37.8888,144.991,Southern Metropolitan,3199.0,147.45374
Elwood,3,u,950000.0,S,3184,1,1,0.0,,,Port Phillip,-37.8794,144.9804,Southern Metropolitan,3199.0,147.45374
Elwood,1,u,360000.0,S,3184,1,0,0.0,39.5,1959,Port Phillip,-37.8749,144.9799,Southern Metropolitan,3199.0,147.45374
Elwood,3,h,1875000.0,VB,3184,2,2,270.0,,,Port Phillip,-37.8805,144.9933,Southern Metropolitan,3199.0,147.45374
Elwood,2,u,642000.0,S,3184,1,0,0.0,,1960,Port Phillip,-37.8753,144.9902,Southern Metropolitan,3199.0,147.45374
Elwood,3,h,1520000.0,S,3184,2,1,362.0,138.0,1900,Port Phillip,-37.8772,144.9904,Southern Metropolitan,3199.0,147.45374
Elwood,5,h,2275000.0,S,3184,2,1,399.0,,1910,Port Phillip,-37.8777,144.9915,Southern Metropolitan,3199.0,147.45374
Elwood,2,u,800000.0,SP,3184,2,2,0.0,92.0,2001,Port Phillip,-37.8857,144.9884,Southern Metropolitan,3199.0,147.45374
Elwood,2,u,500000.0,SA,3184,1,1,0.0,76.0,1960,Port Phillip,-37.8777,144.9891,Southern Metropolitan,3199.0,147.45374
Elwood,1,u,490000.0,VB,3184,1,1,0.0,53.0,2002,Port Phillip,-37.8852,144.9877,Southern Metropolitan,3199.0,147.45374
Essendon North,4,h,1291000.0,S,3041,2,2,521.0,157.0,1945,Moonee Valley,-37.7372,144.9022,Western Metropolitan,3099.0,86.39995
Essendon North,2,t,810000.0,S,3041,2,1,175.0,,,Moonee Valley,-37.7417,144.9079,Western Metropolitan,3099.0,86.39995
Essendon North,2,u,415500.0,S,3041,1,1,82.0,,1970,Moonee Valley,-37.743,144.9084,Western Metropolitan,3099.0,86.39995
Fitzroy,2,t,1100000.0,VB,3065,2,1,81.0,136.0,1990,Yarra,-37.7976,144.9778,Northern Metropolitan,3099.0,153.84238
Fitzroy,2,h,1350000.0,VB,3065,1,0,131.0,110.0,1900,Yarra,-37.7999,144.9776,Northern Metropolitan,3099.0,153.84238
Fitzroy,2,t,1050000.0,S,3065,1,1,87.0,,2000,Yarra,-37.7959,144.9802,Northern Metropolitan,3099.0,153.84238
Fitzroy,3,h,1326000.0,S,3065,2,2,718.0,,2006,Yarra,-37.8065,144.9781,Northern Metropolitan,3099.0,153.84238
Fitzroy,2,h,1200000.0,SP,3065,1,0,63.0,,1900,Yarra,-37.8018,144.9825,Northern Metropolitan,3099.0,153.84238
Fitzroy,2,u,681500.0,SP,3065,1,1,0.0,,,Yarra,-37.7964,144.9839,Northern Metropolitan,3099.0,153.84238
Gowanbrae,3,h,680000.0,S,3043,2,1,277.0,168.0,2010,Moreland,-37.7039,144.8986,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,741000.0,S,3043,2,2,585.0,,,Moreland,-37.7055,144.8943,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,990000.0,S,3043,2,2,702.0,170.0,2003,Moreland,-37.7071,144.8989,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,970000.0,S,3043,2,3,737.0,265.0,2010,Moreland,-37.7088,144.8938,Western Metropolitan,3099.0,114.82758
Jacana,3,h,485000.0,SP,3047,1,2,630.0,105.23,1970,Hume,-37.6822,144.9108,Northern Metropolitan,3099.0,63.857143
Jacana,4,h,618000.0,S,3047,1,2,604.0,,,Hume,-37.6875,144.9102,Northern Metropolitan,3099.0,63.857143
Keilor Park,3,u,616000.0,S,3042,1,2,431.0,,,Brimbank,-37.721,144.8584,Western Metropolitan,3099.0,81.57143
Keilor Park,3,h,773000.0,S,3042,2,2,650.0,150.0,1980,Brimbank,-37.724000000000004,144.8514,Western Metropolitan,3099.0,81.57143
Kensington,1,t,425000.0,SA,3031,1,1,0.0,46.0,2000,Melbourne,-37.7886,144.9253,Northern Metropolitan,3099.0,119.914894
Kensington,2,u,500000.0,S,3031,1,1,0.0,86.0,2000,Melbourne,-37.7897,144.9228,Northern Metropolitan,3099.0,119.914894
Kensington,2,u,525000.0,VB,3031,1,1,0.0,73.0,2011,Melbourne,-37.7912,144.9318,Northern Metropolitan,3099.0,119.914894
Kensington,2,h,1110000.0,S,3031,1,0,155.0,,,Melbourne,-37.7989,144.9275,Northern Metropolitan,3099.0,119.914894
Kensington,3,t,917500.0,S,3031,1,1,98.0,101.0,1997,Melbourne,-37.791,144.9323,Northern Metropolitan,3099.0,119.914894
Kensington,2,t,811000.0,SP,3031,1,0,113.0,,,Melbourne,-37.7898,144.9276,Northern Metropolitan,3099.0,119.914894
Kensington,3,h,1190000.0,S,3031,2,1,180.0,,,Melbourne,-37.7973,144.9208,Northern Metropolitan,3099.0,119.914894
Kensington,2,h,903000.0,S,3031,1,0,184.0,,,Melbourne,-37.7964,144.9339,Northern Metropolitan,3099.0,119.914894
Kensington,3,h,902500.0,S,3031,1,1,0.0,125.0,2003,Melbourne,-37.7954,144.9259,Northern Metropolitan,3099.0,119.914894
Kensington,4,h,1817000.0,SP,3031,2,1,309.0,,,Melbourne,-37.791,144.928,Northern Metropolitan,3099.0,119.914894
Kensington,2,u,528000.0,S,3031,1,1,0.0,,1975,Melbourne,-37.7928,144.9279,Northern Metropolitan,3099.0,119.914894
Kensington,2,h,1000000.0,VB,3031,1,0,159.0,,,Melbourne,-37.7985,144.9307,Northern Metropolitan,3099.0,119.914894
Kensington,4,h,1817000.0,SP,3031,2,1,309.0,,,Melbourne,-37.791,144.928,Northern Metropolitan,3099.0,119.914894
Middle Park,3,h,1420000.0,S,3206,1,0,112.0,,,Port Phillip,-37.8447,144.9604,Southern Metropolitan,3299.0,229.41803
Middle Park,2,h,1335000.0,S,3206,1,1,107.0,,1900,Port Phillip,-37.8468,144.9612,Southern Metropolitan,3299.0,229.41803
Middle Park,2,h,1300000.0,S,3206,1,0,132.0,80.0,1900,Port Phillip,-37.8527,144.9657,Southern Metropolitan,3299.0,229.41803
Middle Park,3,h,1630000.0,S,3206,1,0,143.0,,,Port Phillip,-37.8484,144.963,Southern Metropolitan,3299.0,229.41803
Middle Park,3,h,2250000.0,VB,3206,2,1,148.0,146.0,1890,Port Phillip,-37.8496,144.963,Southern Metropolitan,3299.0,229.41803
Moorabbin,2,h,1035000.0,S,3189,1,1,593.0,,,Kingston,-37.9396,145.0519,Southern Metropolitan,3199.0,97.0
Moorabbin,3,h,1321000.0,S,3189,1,2,688.0,,1956,Kingston,-37.9432,145.0462,Southern Metropolitan,3199.0,97.0
Moorabbin,2,t,742500.0,S,3189,1,1,179.0,101.0,2001,Kingston,-37.9369,145.0473,Southern Metropolitan,3199.0,97.0
Moorabbin,3,h,860000.0,SA,3189,1,2,601.0,104.0,1970,Kingston,-37.9409,145.0602,Southern Metropolitan,3199.0,97.0
North Melbourne,3,h,2161000.0,S,3051,2,1,230.0,245.0,1900,Melbourne,-37.7987,144.9434,Northern Metropolitan,3099.0,112.23373
North Melbourne,3,h,1485000.0,S,3051,1,1,198.0,95.0,1968,Melbourne,-37.8029,144.9459,Northern Metropolitan,3099.0,112.23373
North Melbourne,2,h,940000.0,S,3051,1,0,89.0,65.0,1890,Melbourne,-37.9394,145.089,Northern Metropolitan,3099.0,112.23373
Oakleigh South,3,h,770000.0,S,3167,1,1,590.0,132.0,1960,Monash,-37.918,145.085,South-Eastern Metropolitan,3199.0,107.21739
Oakleigh South,3,h,985100.0,S,3167,1,2,621.0,,1950,Monash,-37.9115,145.0889,South-Eastern Metropolitan,3199.0,107.21739
Oakleigh South,4,h,1410000.0,S,3167,2,4,590.0,161.0,1950,Monash,-37.9316,145.0821,South-Eastern Metropolitan,3199.0,107.21739
Oakleigh South,3,u,815000.0,S,3167,1,2,393.0,,,Monash,-37.9233,145.1062,South-Eastern Metropolitan,3199.0,107.21739
Oakleigh South,3,h,1042500.0,S,3167,1,4,658.0,146.0,1950,Monash,-37.9176,145.0839,South-Eastern Metropolitan,3199.0,107.21739
South Kingsville,3,t,815000.0,S,3015,2,2,148.0,,,Hobsons Bay,-37.8287,144.8705,Western Metropolitan,3099.0,132.04616
South Kingsville,2,u,321000.0,SP,3015,1,1,0.0,,1970,Hobsons Bay,-37.8288,144.8711,Western Metropolitan,3099.0,132.04616
South Kingsville,3,h,995000.0,S,3015,1,0,669.0,,,Hobsons Bay,-37.8303,144.8679,Western Metropolitan,3099.0,132.04616
South Kingsville,3,h,1290000.0,S,3015,1,3,715.0,,,Hobsons Bay,-37.8289,144.8718,Western Metropolitan,3099.0,132.04616
South Kingsville,2,u,300000.0,PI,3015,1,1,0.0,,1970,Hobsons Bay,-37.8288,144.8711,Western Metropolitan,3099.0,132.04616
Southbank,2,u,505000.0,S,3006,1,1,0.0,,,Melbourne,-37.8242,144.9626,Southern Metropolitan,3099.0,188.85173
Southbank,2,u,595000.0,S,3006,1,1,0.0,75.0,1998,Melbourne,-37.8288,144.9679,Southern Metropolitan,3099.0,188.85173
Southbank,2,u,580000.0,VB,3006,1,1,0.0,79.0,1995,Melbourne,-37.8273,144.9685,Southern Metropolitan,3099.0,188.85173
Southbank,2,u,580000.0,SA,3006,1,1,0.0,70.0,1994,Melbourne,-37.8248,144.9667,Southern Metropolitan,3099.0,188.85173
Spotswood,3,h,1320000.0,S,3015,1,3,738.0,,,Hobsons Bay,-37.826,144.8769,Western Metropolitan,3099.0,132.04616
Spotswood,1,u,380000.0,S,3015,1,1,89.0,37.0,1980,Hobsons Bay,-37.8291,144.8848,Western Metropolitan,3099.0,132.04616
Spotswood,3,h,1100000.0,SP,3015,1,0,305.0,115.0,1900,Hobsons Bay,-37.8312,144.8893,Western Metropolitan,3099.0,132.04616
Spotswood,3,u,660000.0,S,3015,1,1,221.0,120.0,2003,Hobsons Bay,-37.8297,144.8752,Western Metropolitan,3099.0,132.04616
Toorak,2,u,867000.0,S,3142,1,1,1087.0,,,Stonnington,-37.8373,145.0106,Southern Metropolitan,3199.0,244.5
Toorak,1,u,552000.0,S,3142,1,1,0.0,,,Stonnington,-37.8428,145.0081,Southern Metropolitan,3199.0,244.5
Toorak,2,u,1010000.0,PI,3142,2,2,586.0,119.0,1990,Stonnington,-37.8427,145.0236,Southern Metropolitan,3199.0,244.5
Toorak,2,u,650000.0,S,3142,1,0,0.0,,,Stonnington,-37.8454,145.0076,Southern Metropolitan,3199.0,244.5
Toorak,2,u,750000.0,PI,3142,1,1,0.0,,1970,Stonnington,-37.8432,145.0137,Southern Metropolitan,3199.0,244.5
Toorak,1,u,247500.0,SA,3142,1,1,0.0,,,Stonnington,-37.8421,145.0104,Southern Metropolitan,3199.0,244.5
Toorak,3,t,1320000.0,S,3142,2,1,3.0,131.0,1970,Stonnington,-37.8474,145.0125,Southern Metropolitan,3199.0,244.5
Toorak,2,u,760000.0,S,3142,1,1,0.0,,,Stonnington,-37.8359,145.0126,Southern Metropolitan,3199.0,244.5
Williamstown North,3,t,670000.0,VB,3016,2,2,146.0,141.0,2001,Hobsons Bay,-37.857,144.8846,Western Metropolitan,3099.0,191.09459
Williamstown North,3,h,1070000.0,PI,3016,2,5,442.0,249.0,2003,Hobsons Bay,-37.8538,144.8722,Western Metropolitan,3099.0,191.09459
Williamstown North,3,h,1575000.0,S,3016,1,1,860.0,160.0,1950,Hobsons Bay,-37.8565,144.8865,Western Metropolitan,3099.0,191.09459
